Code de la commune,code_commune,emploi_actifs,emploi_retraites,socio_pro,pauvrete_ensemble,natalite,mortalite,diplome_bac,diplome_bac5_plus
34337,34337,60.8,4.7,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 11.2, 'Cadres': 16.1, 'Profession intermédiaire': 25.2, 'Employé': 28.6, 'Ouvrier': 18.1}",12.0,8.7,6.9,18.7,10.3
35024,35024,71.1,7.3,"{'Agriculteur': 0.8, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 20.3, 'Profession intermédiaire': 28.4, 'Employé': 32.4, 'Ouvrier': 13.0}",7.0,11.8,5.6,17.4,21.9
35047,35047,65.1,5.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 33.0, 'Profession intermédiaire': 27.0, 'Employé': 22.3, 'Ouvrier': 13.2}",10.0,9.3,6.0,18.1,16.6
35051,35051,67.4,5.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 2.9, 'Cadres': 43.2, 'Profession intermédiaire': 25.4, 'Employé': 16.7, 'Ouvrier': 11.6}",7.0,7.6,6.8,14.7,28.6
35055,35055,71.4,6.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 14.4, 'Profession intermédiaire': 31.1, 'Employé': 28.6, 'Ouvrier': 21.9}",12.0,11.7,10.7,17.6,15.5
35069,35069,75.9,6.1,"{'Agriculteur': 1.4, 'Artisan, commerçant et chef d’entreprise': 9.0, 'Cadres': 13.2, 'Profession intermédiaire': 28.1, 'Employé': 32.2, 'Ouvrier': 16.2}",5.0,10.7,6.0,19.0,15.0
35093,35093,65.5,9.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 11.2, 'Cadres': 14.6, 'Profession intermédiaire': 26.4, 'Employé': 31.3, 'Ouvrier': 16.3}",12.0,5.1,17.0,18.5,12.7
35115,35115,63.1,7.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 13.2, 'Profession intermédiaire': 29.1, 'Employé': 26.4, 'Ouvrier': 26.2}",17.0,8.8,12.7,16.0,6.4
35210,35210,71.1,4.9,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 19.3, 'Profession intermédiaire': 28.1, 'Employé': 29.6, 'Ouvrier': 16.9}",8.0,9.5,7.1,17.2,21.4
35238,35238,58.5,3.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 29.6, 'Profession intermédiaire': 30.4, 'Employé': 24.6, 'Ouvrier': 11.5}",21.0,12.0,6.8,15.8,25.4
35281,35281,70.5,3.8,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 2.7, 'Cadres': 23.9, 'Profession intermédiaire': 28.7, 'Employé': 22.8, 'Ouvrier': 21.8}",15.0,16.1,5.0,20.7,14.3
35288,35288,65.2,9.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 15.5, 'Profession intermédiaire': 28.6, 'Employé': 30.3, 'Ouvrier': 18.5}",13.0,8.0,15.0,17.6,12.3
35360,35360,72.7,7.2,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 13.7, 'Profession intermédiaire': 28.8, 'Employé': 23.1, 'Ouvrier': 29.6}",11.0,9.8,10.6,16.4,9.5
36044,36044,60.9,6.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 13.9, 'Profession intermédiaire': 31.9, 'Employé': 30.6, 'Ouvrier': 18.4}",23.0,11.1,11.7,17.4,8.1
36088,36088,61.9,9.7,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 13.9, 'Profession intermédiaire': 23.6, 'Employé': 27.7, 'Ouvrier': 30.1}",18.0,8.0,16.8,14.9,5.2
37003,37003,64.8,7.6,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.0, 'Cadres': 15.1, 'Profession intermédiaire': 27.4, 'Employé': 29.6, 'Ouvrier': 21.5}",16.0,9.1,13.4,16.9,9.7
37050,37050,63.1,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.1, 'Cadres': 15.0, 'Profession intermédiaire': 35.0, 'Employé': 31.1, 'Ouvrier': 15.7}",11.0,8.7,11.1,18.0,11.4
37109,37109,70.8,6.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.5, 'Cadres': 20.4, 'Profession intermédiaire': 25.3, 'Employé': 27.3, 'Ouvrier': 19.4}",5.0,7.7,8.2,17.7,16.1
37122,37122,63.5,5.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 15.5, 'Profession intermédiaire': 30.0, 'Employé': 26.0, 'Ouvrier': 23.0}",19.0,11.4,9.5,18.6,8.8
37156,37156,69.8,8.1,"{'Agriculteur': 1.1, 'Artisan, commerçant et chef d’entreprise': 9.1, 'Cadres': 12.3, 'Profession intermédiaire': 25.8, 'Employé': 27.1, 'Ouvrier': 24.5}",8.0,10.2,12.0,17.3,8.7
37195,37195,61.1,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 14.6, 'Profession intermédiaire': 32.1, 'Employé': 26.2, 'Ouvrier': 21.9}",20.0,11.6,8.1,16.8,12.7
37208,37208,69.4,7.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 25.9, 'Profession intermédiaire': 28.2, 'Employé': 27.3, 'Ouvrier': 12.4}",7.0,7.9,8.1,16.5,19.0
37214,37214,68.4,7.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 16.5, 'Profession intermédiaire': 29.9, 'Employé': 28.4, 'Ouvrier': 21.5}",8.0,6.8,11.1,18.0,16.8
37233,37233,56.6,6.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 17.9, 'Profession intermédiaire': 29.0, 'Employé': 19.1, 'Ouvrier': 30.5}",24.0,14.1,8.2,16.7,8.1
37261,37261,60.3,3.7,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 24.0, 'Profession intermédiaire': 31.0, 'Employé': 28.2, 'Ouvrier': 11.6}",21.0,11.5,8.7,17.1,17.8
38053,38053,65.6,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 14.0, 'Profession intermédiaire': 32.1, 'Employé': 30.5, 'Ouvrier': 17.5}",21.0,14.5,9.1,18.0,9.2
38085,38085,70.1,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 9.0, 'Cadres': 10.0, 'Profession intermédiaire': 24.2, 'Employé': 22.0, 'Ouvrier': 34.7}",11.0,14.9,6.4,17.7,5.6
38151,38151,59.9,5.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 20.4, 'Profession intermédiaire': 28.8, 'Employé': 27.6, 'Ouvrier': 19.0}",24.0,14.7,8.3,18.0,7.8
38158,38158,70.1,5.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 37.1, 'Profession intermédiaire': 25.6, 'Employé': 17.4, 'Ouvrier': 16.3}",11.0,11.6,7.0,16.6,14.8
38169,38169,67.2,5.2,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 7.7, 'Cadres': 15.3, 'Profession intermédiaire': 30.0, 'Employé': 24.7, 'Ouvrier': 22.4}",19.0,13.0,8.6,15.7,11.0
38185,38185,61.1,2.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 33.8, 'Profession intermédiaire': 27.7, 'Employé': 22.3, 'Ouvrier': 10.5}",21.0,13.1,7.5,14.2,27.2
38193,38193,68.9,2.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 20.2, 'Profession intermédiaire': 28.4, 'Employé': 35.7, 'Ouvrier': 11.2}",18.0,17.2,3.8,19.8,9.8
38229,38229,70.6,4.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 40.4, 'Profession intermédiaire': 26.4, 'Employé': 22.5, 'Ouvrier': 6.0}",7.0,9.4,8.9,12.8,33.9
38317,38317,67.4,4.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 22.4, 'Profession intermédiaire': 29.4, 'Employé': 16.7, 'Ouvrier': 27.2}",21.0,13.3,8.1,18.2,5.1
38382,38382,71.1,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.0, 'Cadres': 18.0, 'Profession intermédiaire': 31.3, 'Employé': 27.9, 'Ouvrier': 18.7}",10.0,11.4,7.5,16.5,20.1
38421,38421,55.2,2.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.3, 'Cadres': 32.9, 'Profession intermédiaire': 26.9, 'Employé': 24.4, 'Ouvrier': 12.4}",19.0,11.4,5.9,15.6,15.1
38474,38474,72.4,6.0,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 27.8, 'Profession intermédiaire': 28.4, 'Employé': 18.8, 'Ouvrier': 19.6}",8.0,9.8,7.9,17.5,14.9
38485,38485,72.9,5.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.8, 'Cadres': 24.9, 'Profession intermédiaire': 32.0, 'Employé': 23.0, 'Ouvrier': 15.3}",10.0,10.8,7.0,16.9,13.4
38544,38544,65.5,4.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.9, 'Cadres': 17.8, 'Profession intermédiaire': 31.2, 'Employé': 28.7, 'Ouvrier': 15.3}",21.0,13.1,9.6,16.2,13.8
38553,38553,60.8,4.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.2, 'Cadres': 15.1, 'Profession intermédiaire': 31.2, 'Employé': 33.9, 'Ouvrier': 14.3}",22.0,15.3,3.6,19.4,7.2
38563,38563,67.4,5.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 17.6, 'Profession intermédiaire': 31.4, 'Employé': 30.5, 'Ouvrier': 13.2}",15.0,11.2,10.5,15.8,13.1
39198,39198,62.0,6.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 13.3, 'Profession intermédiaire': 31.6, 'Employé': 29.4, 'Ouvrier': 20.3}",21.0,9.4,11.0,16.3,7.9
39300,39300,61.2,6.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 15.4, 'Profession intermédiaire': 32.5, 'Employé': 29.6, 'Ouvrier': 17.6}",21.0,9.1,14.8,17.9,9.8
40046,40046,64.9,10.5,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 13.2, 'Cadres': 11.7, 'Profession intermédiaire': 24.4, 'Employé': 32.9, 'Ouvrier': 17.4}",10.0,6.9,10.1,20.8,7.9
40088,40088,61.3,7.0,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.5, 'Cadres': 14.6, 'Profession intermédiaire': 29.1, 'Employé': 34.8, 'Ouvrier': 13.7}",20.0,8.6,17.5,18.1,8.4
40192,40192,62.0,6.5,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.9, 'Cadres': 13.9, 'Profession intermédiaire': 32.7, 'Employé': 34.1, 'Ouvrier': 14.2}",16.0,9.1,10.0,20.0,7.9
40279,40279,66.5,8.0,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 9.6, 'Profession intermédiaire': 26.3, 'Employé': 37.5, 'Ouvrier': 18.8}",14.0,7.6,11.3,18.1,6.6
40312,40312,67.3,7.5,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 18.0, 'Profession intermédiaire': 28.5, 'Employé': 20.9, 'Ouvrier': 25.3}",10.0,8.1,8.1,19.7,7.5
41018,41018,58.1,4.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 19.2, 'Profession intermédiaire': 31.2, 'Employé': 26.4, 'Ouvrier': 18.8}",27.0,13.6,9.8,16.4,11.7
41194,41194,61.6,8.1,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 11.7, 'Profession intermédiaire': 24.1, 'Employé': 32.6, 'Ouvrier': 25.1}",19.0,9.7,13.3,15.0,4.4
41269,41269,61.5,8.6,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.1, 'Cadres': 15.8, 'Profession intermédiaire': 26.4, 'Employé': 29.1, 'Ouvrier': 23.3}",20.0,8.7,14.9,14.8,8.2
42005,42005,67.1,4.8,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 13.1, 'Profession intermédiaire': 27.1, 'Employé': 18.3, 'Ouvrier': 36.3}",17.0,11.5,7.8,17.8,8.2
42044,42044,57.6,5.7,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.0, 'Cadres': 10.9, 'Profession intermédiaire': 25.7, 'Employé': 24.6, 'Ouvrier': 31.5}",25.0,11.9,12.5,14.7,3.4
42095,42095,56.2,6.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 6.3, 'Cadres': 13.2, 'Profession intermédiaire': 30.4, 'Employé': 30.7, 'Ouvrier': 19.4}",24.0,12.2,13.6,17.9,3.7
42147,42147,68.3,7.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.2, 'Cadres': 12.6, 'Profession intermédiaire': 29.0, 'Employé': 31.1, 'Ouvrier': 19.9}",14.0,9.0,11.6,18.5,7.2
42184,42184,68.2,7.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 10.0, 'Profession intermédiaire': 26.0, 'Employé': 27.4, 'Ouvrier': 29.4}",11.0,8.9,11.3,18.1,6.4
42186,42186,59.1,5.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 10.9, 'Profession intermédiaire': 27.5, 'Employé': 35.8, 'Ouvrier': 18.0}",23.0,14.5,9.8,17.5,4.4
42187,42187,56.9,6.2,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 14.8, 'Profession intermédiaire': 30.2, 'Employé': 27.8, 'Ouvrier': 21.1}",25.0,11.0,12.4,16.8,6.7
42207,42207,61.4,5.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 7.6, 'Cadres': 13.2, 'Profession intermédiaire': 27.1, 'Employé': 31.0, 'Ouvrier': 21.0}",21.0,11.8,11.1,17.6,6.2
42218,42218,55.2,4.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 19.9, 'Profession intermédiaire': 29.8, 'Employé': 27.3, 'Ouvrier': 17.2}",28.0,12.8,10.4,16.7,10.4
42279,42279,72.4,7.1,"{'Agriculteur': 1.0, 'Artisan, commerçant et chef d’entreprise': 9.5, 'Cadres': 11.6, 'Profession intermédiaire': 27.6, 'Employé': 29.0, 'Ouvrier': 21.4}",7.0,9.6,15.5,16.7,11.5
43157,43157,61.8,6.8,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 5.8, 'Cadres': 15.4, 'Profession intermédiaire': 33.9, 'Employé': 32.4, 'Ouvrier': 12.2}",21.0,9.2,13.7,19.1,9.7
44003,44003,66.6,7.3,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 3.2, 'Cadres': 15.8, 'Profession intermédiaire': 27.2, 'Employé': 21.7, 'Ouvrier': 31.7}",13.0,8.6,9.3,16.8,9.0
44015,44015,70.0,6.7,"{'Agriculteur': 1.8, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 13.2, 'Profession intermédiaire': 28.5, 'Employé': 34.9, 'Ouvrier': 16.4}",,10.4,10.1,18.1,5.3
44020,44020,70.3,6.3,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 23.8, 'Profession intermédiaire': 31.5, 'Employé': 20.2, 'Ouvrier': 20.6}",11.0,13.1,7.7,18.9,10.1
44026,44026,68.2,5.7,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 3.6, 'Cadres': 26.5, 'Profession intermédiaire': 27.9, 'Employé': 17.0, 'Ouvrier': 24.6}",6.0,8.8,7.5,16.2,19.6
44035,44035,72.0,5.9,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 3.9, 'Cadres': 33.3, 'Profession intermédiaire': 30.5, 'Employé': 20.0, 'Ouvrier': 12.1}",7.0,9.6,6.3,16.5,19.9
44036,44036,62.0,8.6,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 11.3, 'Profession intermédiaire': 26.3, 'Employé': 27.1, 'Ouvrier': 30.2}",18.0,8.0,12.1,15.5,5.8
44047,44047,73.4,6.1,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 7.1, 'Cadres': 18.1, 'Profession intermédiaire': 28.1, 'Employé': 21.4, 'Ouvrier': 24.7}",9.0,11.8,6.5,18.6,10.5
44055,44055,66.0,10.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 13.6, 'Cadres': 15.8, 'Profession intermédiaire': 23.7, 'Employé': 30.9, 'Ouvrier': 15.8}",8.0,5.7,16.8,17.9,14.9
44069,44069,71.2,8.9,"{'Agriculteur': 2.5, 'Artisan, commerçant et chef d’entreprise': 8.8, 'Cadres': 12.5, 'Profession intermédiaire': 23.7, 'Employé': 30.3, 'Ouvrier': 22.3}",8.0,8.1,9.7,19.2,10.0
44109,44109,64.1,3.0,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 32.4, 'Profession intermédiaire': 29.1, 'Employé': 23.0, 'Ouvrier': 10.7}",17.0,13.7,7.0,15.2,26.4
44114,44114,70.3,4.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 19.8, 'Profession intermédiaire': 30.3, 'Employé': 28.9, 'Ouvrier': 15.2}",10.0,10.6,7.8,15.4,21.4
44129,44129,71.2,7.2,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 5.3, 'Cadres': 10.8, 'Profession intermédiaire': 25.2, 'Employé': 28.4, 'Ouvrier': 29.6}",7.0,10.2,9.3,18.9,4.6
44131,44131,68.8,11.2,"{'Agriculteur': 1.0, 'Artisan, commerçant et chef d’entreprise': 10.8, 'Cadres': 12.8, 'Profession intermédiaire': 22.9, 'Employé': 36.2, 'Ouvrier': 16.2}",7.0,6.1,13.6,17.9,11.7
44132,44132,68.2,9.6,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 15.0, 'Cadres': 14.0, 'Profession intermédiaire': 25.0, 'Employé': 33.3, 'Ouvrier': 12.7}",7.0,7.1,13.1,18.4,14.8
44143,44143,70.5,5.3,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 6.1, 'Cadres': 18.0, 'Profession intermédiaire': 30.3, 'Employé': 30.2, 'Ouvrier': 15.4}",13.0,13.3,9.4,16.4,15.3
44154,44154,65.2,11.5,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 11.6, 'Profession intermédiaire': 25.4, 'Employé': 34.7, 'Ouvrier': 19.0}",7.0,6.2,14.6,16.9,8.1
44162,44162,68.9,4.5,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.9, 'Cadres': 29.8, 'Profession intermédiaire': 32.0, 'Employé': 22.4, 'Ouvrier': 12.8}",16.0,14.9,6.8,17.4,15.0
44172,44172,71.0,5.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 18.3, 'Profession intermédiaire': 30.3, 'Employé': 17.6, 'Ouvrier': 26.7}",7.0,10.4,6.0,17.8,14.6
44184,44184,63.9,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.6, 'Cadres': 17.2, 'Profession intermédiaire': 31.5, 'Employé': 23.2, 'Ouvrier': 23.2}",17.0,10.6,11.2,17.3,10.0
44190,44190,72.1,5.4,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 20.7, 'Profession intermédiaire': 31.6, 'Employé': 31.3, 'Ouvrier': 10.3}",9.0,11.2,8.6,17.0,17.3
44204,44204,73.9,5.4,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 8.9, 'Cadres': 16.1, 'Profession intermédiaire': 23.6, 'Employé': 22.2, 'Ouvrier': 29.0}",7.0,10.8,7.2,17.9,16.3
44209,44209,77.5,5.8,"{'Agriculteur': 0.6, 'Artisan, commerçant et chef d’entreprise': 8.3, 'Cadres': 19.0, 'Profession intermédiaire': 30.2, 'Employé': 18.5, 'Ouvrier': 23.5}",,12.6,4.9,17.2,19.2
44215,44215,73.3,7.3,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 21.5, 'Profession intermédiaire': 31.2, 'Employé': 24.2, 'Ouvrier': 16.0}",6.0,10.6,7.7,16.9,17.0
45004,45004,64.1,7.3,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 4.3, 'Cadres': 10.5, 'Profession intermédiaire': 29.5, 'Employé': 33.8, 'Ouvrier': 21.7}",15.0,10.3,14.8,14.2,6.5
45068,45068,49.5,6.8,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.5, 'Cadres': 15.4, 'Profession intermédiaire': 28.2, 'Employé': 23.7, 'Ouvrier': 27.8}",31.0,13.0,8.6,14.4,3.7
45075,45075,70.0,7.3,"{'Agriculteur': 0.5, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 20.1, 'Profession intermédiaire': 28.4, 'Employé': 26.1, 'Ouvrier': 19.9}",10.0,11.5,10.7,18.7,8.4
45147,45147,65.9,5.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 3.4, 'Cadres': 16.8, 'Profession intermédiaire': 30.8, 'Employé': 24.9, 'Ouvrier': 24.0}",19.0,15.2,7.4,18.9,9.9
45155,45155,58.0,6.1,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 5.4, 'Cadres': 11.2, 'Profession intermédiaire': 28.6, 'Employé': 24.6, 'Ouvrier': 30.0}",25.0,11.5,14.2,15.2,6.0
45208,45208,56.5,4.0,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 7.3, 'Cadres': 15.6, 'Profession intermédiaire': 29.9, 'Employé': 33.6, 'Ouvrier': 13.3}",36.0,16.0,15.0,17.1,9.1
45232,45232,67.2,5.9,"{'Agriculteur': 0.3, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 21.5, 'Profession intermédiaire': 29.0, 'Employé': 33.3, 'Ouvrier': 12.2}",8.0,9.0,7.8,18.5,19.3
45234,45234,62.8,3.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 25.8, 'Profession intermédiaire': 29.8, 'Employé': 27.1, 'Ouvrier': 12.6}",22.0,14.5,7.0,16.9,17.9
45284,45284,66.3,5.4,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 3.8, 'Cadres': 15.8, 'Profession intermédiaire': 30.1, 'Employé': 19.2, 'Ouvrier': 31.2}",16.0,13.7,6.5,18.4,10.4
45285,45285,64.3,5.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 4.2, 'Cadres': 14.2, 'Profession intermédiaire': 28.8, 'Employé': 24.5, 'Ouvrier': 28.3}",23.0,14.9,8.8,17.9,7.7
45302,45302,59.6,7.7,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 2.7, 'Cadres': 11.7, 'Profession intermédiaire': 25.8, 'Employé': 30.4, 'Ouvrier': 29.4}",15.0,11.5,9.3,17.3,6.1
46042,46042,61.3,6.7,"{'Agriculteur': 0.2, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 14.9, 'Profession intermédiaire': 31.4, 'Employé': 33.2, 'Ouvrier': 13.5}",19.0,8.8,13.7,18.5,9.9
47001,47001,62.9,3.9,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.6, 'Cadres': 16.6, 'Profession intermédiaire': 28.9, 'Employé': 34.1, 'Ouvrier': 14.7}",27.0,11.8,11.9,18.7,10.7
47157,47157,61.0,7.2,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 5.9, 'Cadres': 12.6, 'Profession intermédiaire': 28.5, 'Employé': 27.2, 'Ouvrier': 25.5}",23.0,8.8,13.0,16.6,5.9
47323,47323,57.5,7.0,"{'Agriculteur': 0.7, 'Artisan, commerçant et chef d’entreprise': 6.6, 'Cadres': 12.5, 'Profession intermédiaire': 27.1, 'Employé': 31.2, 'Ouvrier': 21.9}",23.0,10.4,13.6,19.0,5.4
48095,48095,66.9,4.9,"{'Agriculteur': 0.4, 'Artisan, commerçant et chef d’entreprise': 4.7, 'Cadres': 13.9, 'Profession intermédiaire': 32.9, 'Employé': 31.1, 'Ouvrier': 17.0}",13.0,9.0,10.3,19.9,9.0
49007,49007,58.7,3.6,"{'Agriculteur': 0.1, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 23.0, 'Profession intermédiaire': 29.7, 'Employé': 29.4, 'Ouvrier': 12.9}",21.0,11.8,8.3,16.1,17.7
49015,49015,67.6,7.9,"{'Agriculteur': 0.0, 'Artisan, commerçant et chef d’entreprise': 5.0, 'Cadres': 14.9, 'Profession intermédiaire': 28.6, 'Employé': 27.9, 'Ouvrier': 23.5}",10.0,9.6,8.8,16.2,15.6
49018,49018,70.1,7.7,"{'Agriculteur': 2.9, 'Artisan, commerçant et chef d’entreprise': 8.1, 'Cadres': 8.7, 'Profession intermédiaire': 22.9, 'Employé': 26.8, 'Ouvrier': 30.5}",13.0,8.4,12.9,17.3,5.2
49023,49023,75.3,7.6,"{'Agriculteur': 4.7, 'Artisan, commerçant et chef d’entreprise': 6.7, 'Cadres': 10.6, 'Profession intermédiaire': 23.3, 'Employé': 24.8, 'Ouvrier': 30.0}",8.0,10.4,9.1,19.9,3.7
49050,49050,74.2,7.2,"{'Agriculteur': 4.3, 'Artisan, commerçant et chef d’entreprise': 11.6, 'Cadres': 10.3, 'Profession intermédiaire': 21.3, 'Employé': 22.4, 'Ouvrier': 30.1}",7.0,9.7,6.6,19.5,8.8
49092,49092,75.1,7.6,"{'Agriculteur': 5.3, 'Artisan, commerçant et chef d’entreprise': 6.8, 'Cadres': 8.6, 'Profession intermédiaire': 23.0, 'Employé': 22.7, 'Ouvrier': 33.6}",9.0,11.0,10.4,19.6,4.2
